cpu_percent,load_avg_1,load_avg_5,load_avg_15,gpu_util,gpu_mem_used,gpu_temp,gpu_power,mem_total,mem_available,mem_used,mem_percent,swap_total,swap_used,swap_percent,read_bytes,write_bytes,bytes_sent,bytes_recv,tcp_congestion_control,timestamp,tcp_congestion_encoded,sched_latency_ns,sched_migration_cost_ns,sched_wakeup_granularity_ns,sched_min_granularity_ns,sched_child_runs_first,sched_autogroup_enabled,sched_rr_timeslice_ms,swappiness,dirty_ratio,dirty_background_ratio,dirty_expire_centisecs,dirty_writeback_centisecs,min_free_kbytes,overcommit_memory,overcommit_ratio,vfs_cache_pressure,somaxconn,tcp_fin_timeout,tcp_tw_reuse,tcp_syncookies,tcp_max_syn_backlog,tcp_rmem_min,tcp_rmem_default,tcp_rmem_max,tcp_wmem_min,tcp_wmem_default,tcp_wmem_max,workload_type,exec_time,cpu_avg,perf_score
10.7,5.4013671875,5.42578125,4.876953125,0.0,2.0,30.0,31.4,472735358976,445594415104,24005926912,5.7,0,0,0.0,64724794929152,215973982781952,131451000,118451723,cubic,2025-07-19 16:02:04,0,24000000,500000,4000000,3000000,0,1,100,60,10,5,3000,500,90112,0,50,200,4096,60,2,1,4096,4096,131072,6291456,4096,16384,4194304,io_bound,12.19,9.07,0.09
4.0,5.12890625,5.36865234375,4.861328125,0.0,2.0,30.0,31.41,472735358976,444936695808,24663638016,5.9,0,0,0.0,64724794929152,215973983220224,131458363,118458536,cubic,2025-07-19 16:02:07,0,24000000,500000,4000000,3000000,0,1,100,60,10,5,3000,500,90112,0,50,200,4096,60,2,1,4096,4096,131072,6291456,4096,16384,4194304,io_bound,12.19,9.07,0.09
3.5,4.7978515625,5.2958984375,4.84033203125,0.0,2.0,30.0,31.47,472735358976,444928163840,24672129024,5.9,0,0,0.0,64724796211200,215973983506944,131465042,118464333,cubic,2025-07-19 16:02:10,0,24000000,500000,4000000,3000000,0,1,100,60,10,5,3000,500,90112,0,50,200,4096,60,2,1,4096,4096,131072,6291456,4096,16384,4194304,io_bound,12.19,9.07,0.09
4.4,4.7978515625,5.2958984375,4.84033203125,0.0,2.0,30.0,31.47,472735358976,444931850240,24668356608,5.9,0,0,0.0,64724796211200,215973984072192,131483161,118479556,cubic,2025-07-19 16:02:13,0,24000000,500000,4000000,3000000,0,1,100,60,10,5,3000,500,90112,0,50,200,4096,60,2,1,4096,4096,131072,6291456,4096,16384,4194304,io_bound,12.21,7.45,0.08
7.5,4.49365234375,5.22412109375,4.8193359375,0.0,2.0,30.0,31.48,472735358976,444928561152,24671748096,5.9,0,0,0.0,64724796211200,215973984485888,131490068,118486075,cubic,2025-07-19 16:02:16,0,24000000,500000,4000000,3000000,0,1,100,60,10,5,3000,500,90112,0,50,200,4096,60,2,1,4096,4096,131072,6291456,4096,16384,4194304,io_bound,12.21,7.45,0.08
9.0,4.49365234375,5.22412109375,4.8193359375,0.0,2.0,30.0,31.43,472735358976,444930551808,24669782016,5.9,0,0,0.0,64724796211200,215974194663936,131495791,118490932,cubic,2025-07-19 16:02:19,0,24000000,500000,4000000,3000000,0,1,100,60,10,5,3000,500,90112,0,50,200,4096,60,2,1,4096,4096,131072,6291456,4096,16384,4194304,io_bound,12.21,7.45,0.08
8.9,4.2939453125,5.17041015625,4.8037109375,0.0,2.0,30.0,31.43,472735358976,444927295488,24673026048,5.9,0,0,0.0,64724796211200,215974195241472,131505269,118499512,cubic,2025-07-19 16:02:22,0,24000000,500000,4000000,3000000,0,1,100,60,10,5,3000,500,90112,0,50,200,4096,60,2,1,4096,4096,131072,6291456,4096,16384,4194304,io_bound,12.21,7.45,0.08
8.8,4.18994140625,5.13427734375,4.7939453125,0.0,2.0,30.0,31.55,472735358976,444926963712,24673349632,5.9,0,0,0.0,64724796211200,215974196244992,131522002,118513321,cubic,2025-07-19 16:02:25,0,24000000,500000,4000000,3000000,0,1,100,60,10,5,3000,500,90112,0,50,200,4096,60,2,1,4096,4096,131072,6291456,4096,16384,4194304,io_bound,12.2,8.9,0.08
9.9,4.18994140625,5.13427734375,4.7939453125,0.0,2.0,30.0,31.51,472735358976,444935110656,24665202688,5.9,0,0,0.0,64724796211200,215974196814336,131531778,118528958,cubic,2025-07-19 16:02:28,0,24000000,500000,4000000,3000000,0,1,100,60,10,5,3000,500,90112,0,50,200,4096,60,2,1,4096,4096,131072,6291456,4096,16384,4194304,io_bound,12.2,8.9,0.08
8.9,4.01416015625,5.08203125,4.77880859375,0.0,2.0,30.0,31.51,472735358976,444907802624,24692510720,5.9,0,0,0.0,64724796211200,215974197187072,131539145,118536369,cubic,2025-07-19 16:02:31,0,24000000,500000,4000000,3000000,0,1,100,60,10,5,3000,500,90112,0,50,200,4096,60,2,1,4096,4096,131072,6291456,4096,16384,4194304,io_bound,12.2,8.9,0.08
8.0,4.01416015625,5.08203125,4.77880859375,0.0,2.0,30.0,31.53,472735358976,444921368576,24678944768,5.9,0,0,0.0,64724796211200,215974197191168,131545828,118542764,cubic,2025-07-19 16:02:34,0,24000000,500000,4000000,3000000,0,1,100,60,10,5,3000,500,90112,0,50,200,4096,60,2,1,4096,4096,131072,6291456,4096,16384,4194304,io_bound,12.2,8.9,0.08
9.8,3.8525390625,5.03076171875,4.763671875,0.0,2.0,30.0,31.51,472735358976,444914319360,24686096384,5.9,0,0,0.0,64724796211200,215974197568000,131563471,118558905,cubic,2025-07-19 16:02:38,0,24000000,500000,4000000,3000000,0,1,100,60,10,5,3000,500,90112,0,50,200,4096,60,2,1,4096,4096,131072,6291456,4096,16384,4194304,io_bound,12.22,8.93,0.08
9.0,3.7841796875,4.99658203125,4.75390625,0.0,2.0,30.0,31.6,472735358976,444919955456,24680370176,5.9,0,0,0.0,64724796211200,215974407782912,131568631,118563823,cubic,2025-07-19 16:02:41,0,24000000,500000,4000000,3000000,0,1,100,60,10,5,3000,500,90112,0,50,200,4096,60,2,1,4096,4096,131072,6291456,4096,16384,4194304,io_bound,12.22,8.93,0.08
7.6,3.7841796875,4.99658203125,4.75390625,0.0,2.0,30.0,31.56,472735358976,444915396608,24684937216,5.9,0,0,0.0,64724796211200,215974407893504,131576035,118571271,cubic,2025-07-19 16:02:44,0,24000000,500000,4000000,3000000,0,1,100,60,10,5,3000,500,90112,0,50,200,4096,60,2,1,4096,4096,131072,6291456,4096,16384,4194304,io_bound,12.22,8.93,0.08
9.3,3.8017578125,4.97998046875,4.74951171875,0.0,2.0,30.0,31.61,472735358976,444954943488,24646578176,5.9,0,0,0.0,64724796211200,215974408262144,131585121,118580216,cubic,2025-07-19 16:02:47,0,24000000,500000,4000000,3000000,0,1,100,60,10,5,3000,500,90112,0,50,200,4096,60,2,1,4096,4096,131072,6291456,4096,16384,4194304,io_bound,12.22,8.93,0.08
10.1,3.7373046875,4.94677734375,4.73974609375,0.0,2.0,30.0,31.55,472735358976,444954152960,24645341184,5.9,0,0,0.0,64724796211200,215974408462848,131600010,118593487,cubic,2025-07-19 16:02:50,0,24000000,500000,4000000,3000000,0,1,100,60,10,5,3000,500,90112,0,50,200,4096,60,2,1,4096,4096,131072,6291456,4096,16384,4194304,io_bound,12.2,6.85,0.08
8.5,3.7373046875,4.94677734375,4.73974609375,0.0,2.0,30.0,31.6,472735358976,444948160512,24651374592,5.9,0,0,0.0,64724796211200,215974408843776,131608003,118601404,cubic,2025-07-19 16:02:53,0,24000000,500000,4000000,3000000,0,1,100,60,10,5,3000,500,90112,0,50,200,4096,60,2,1,4096,4096,131072,6291456,4096,16384,4194304,io_bound,12.2,6.85,0.08
6.3,3.67822265625,4.9140625,4.72998046875,0.0,2.0,30.0,31.55,472735358976,444950294528,24649240576,5.9,0,0,0.0,64724796211200,215974410289664,131615347,118608938,cubic,2025-07-19 16:02:56,0,24000000,500000,4000000,3000000,0,1,100,60,10,5,3000,500,90112,0,50,200,4096,60,2,1,4096,4096,131072,6291456,4096,16384,4194304,io_bound,12.2,6.85,0.08
2.5,3.67822265625,4.9140625,4.72998046875,0.0,2.0,30.0,31.49,472735358976,444952707072,24646828032,5.9,0,0,0.0,64724796211200,215974410367488,131622596,118615803,cubic,2025-07-19 16:02:59,0,24000000,500000,4000000,3000000,0,1,100,60,10,5,3000,500,90112,0,50,200,4096,60,2,1,4096,4096,131072,6291456,4096,16384,4194304,io_bound,12.2,6.85,0.08
4.2,3.46337890625,4.8486328125,4.70947265625,0.0,2.0,30.0,31.45,472735358976,444956848128,24642674688,5.9,0,0,0.0,64724796211200,215974410891776,131639852,118631301,cubic,2025-07-19 16:03:02,0,24000000,500000,4000000,3000000,0,1,100,60,10,5,3000,500,90112,0,50,200,4096,60,2,1,4096,4096,131072,6291456,4096,16384,4194304,io_bound,12.2,6.45,0.07
3.5,3.34619140625,4.80126953125,4.69482421875,0.0,2.0,30.0,31.52,472735358976,444957360128,24642170880,5.9,0,0,0.0,64724796211200,215974541165056,131646034,118636755,cubic,2025-07-19 16:03:05,0,24000000,500000,4000000,3000000,0,1,100,60,10,5,3000,500,90112,0,50,200,4096,60,2,1,4096,4096,131072,6291456,4096,16384,4194304,io_bound,12.2,6.45,0.07
8.7,3.34619140625,4.80126953125,4.69482421875,0.0,2.0,30.0,31.49,472735358976,444969754624,24629809152,5.9,0,0,0.0,64724796211200,215974558294528,131653992,118643993,cubic,2025-07-19 16:03:08,0,24000000,500000,4000000,3000000,0,1,100,60,10,5,3000,500,90112,0,50,200,4096,60,2,1,4096,4096,131072,6291456,4096,16384,4194304,io_bound,12.2,6.45,0.07
9.4,3.318359375,4.77099609375,4.685546875,0.0,2.0,31.0,31.52,472735358976,444970115072,24629448704,5.9,0,0,0.0,64724796211200,215974621966848,131662899,118652164,cubic,2025-07-19 16:03:11,0,24000000,500000,4000000,3000000,0,1,100,60,10,5,3000,500,90112,0,50,200,4096,60,2,1,4096,4096,131072,6291456,4096,16384,4194304,io_bound,12.2,6.45,0.07
8.0,3.318359375,4.77099609375,4.685546875,0.0,2.0,30.0,31.53,472735358976,444967337984,24632205312,5.9,0,0,0.0,64724796211200,215974622024192,131676467,118662908,cubic,2025-07-19 16:03:14,0,24000000,500000,4000000,3000000,0,1,100,60,10,5,3000,500,90112,0,50,200,4096,60,2,1,4096,4096,131072,6291456,4096,16384,4194304,io_bound,12.23,8.57,0.08
8.8,3.21240234375,4.724609375,4.6708984375,0.0,2.0,30.0,31.58,472735358976,444969193472,24630349824,5.9,0,0,0.0,64724796211200,215974622413312,131684428,118670149,cubic,2025-07-19 16:03:18,0,24000000,500000,4000000,3000000,0,1,100,60,10,5,3000,500,90112,0,50,200,4096,60,2,1,4096,4096,131072,6291456,4096,16384,4194304,io_bound,12.23,8.57,0.08
9.7,3.1953125,4.69580078125,4.66162109375,0.0,2.0,31.0,31.43,472735358976,444964888576,24634646528,5.9,0,0,0.0,64724796211200,215974622929408,131688995,118674182,cubic,2025-07-19 16:03:21,0,24000000,500000,4000000,3000000,0,1,100,60,10,5,3000,500,90112,0,50,200,4096,60,2,1,4096,4096,131072,6291456,4096,16384,4194304,io_bound,12.23,8.57,0.08
7.8,3.1953125,4.69580078125,4.66162109375,0.0,2.0,30.0,31.36,472735358976,444950020096,24649773056,5.9,0,0,0.0,64724796211200,215974622929408,131698475,118682764,cubic,2025-07-19 16:03:24,0,24000000,500000,4000000,3000000,0,1,100,60,10,5,3000,500,90112,0,50,200,4096,60,2,1,4096,4096,131072,6291456,4096,16384,4194304,io_bound,12.23,8.57,0.08
10.0,3.259765625,4.68408203125,4.65771484375,0.0,2.0,30.0,31.43,472735358976,444970434560,24629362688,5.9,0,0,0.0,64724796227584,215974833582592,131716725,118699072,cubic,2025-07-19 16:03:27,0,24000000,500000,4000000,3000000,0,1,100,60,10,5,3000,500,90112,0,50,200,4096,60,2,1,4096,4096,131072,6291456,4096,16384,4194304,io_bound,12.21,9.85,0.09
10.5,3.23876953125,4.65576171875,4.6484375,0.0,2.0,31.0,31.52,472735358976,444961554432,24638263296,5.9,0,0,0.0,64724796227584,215974833582592,131722155,118703732,cubic,2025-07-19 16:03:30,0,24000000,500000,4000000,3000000,0,1,100,60,10,5,3000,500,90112,0,50,200,4096,60,2,1,4096,4096,131072,6291456,4096,16384,4194304,io_bound,12.21,9.85,0.09
8.6,3.23876953125,4.65576171875,4.6484375,0.0,2.0,30.0,31.52,472735358976,444960780288,24639037440,5.9,0,0,0.0,64724796227584,215974833971712,131730151,118711008,cubic,2025-07-19 16:03:33,0,24000000,500000,4000000,3000000,0,1,100,60,10,5,3000,500,90112,0,50,200,4096,60,2,1,4096,4096,131072,6291456,4096,16384,4194304,io_bound,12.21,9.85,0.09
10.3,3.21923828125,4.6279296875,4.63916015625,0.0,2.0,31.0,31.47,472735358976,444968083456,24631734272,5.9,0,0,0.0,64724796227584,215974834340352,131737771,118717738,cubic,2025-07-19 16:03:36,0,24000000,500000,4000000,3000000,0,1,100,60,10,5,3000,500,90112,0,50,200,4096,60,2,1,4096,4096,131072,6291456,4096,16384,4194304,io_bound,12.21,9.85,0.09
8.3,3.21923828125,4.6279296875,4.63916015625,0.0,2.0,31.0,31.45,472735358976,444963250176,24636547072,5.9,0,0,0.0,64724796227584,215974834340352,131754284,118731317,cubic,2025-07-19 16:03:39,0,24000000,500000,4000000,3000000,0,1,100,60,10,5,3000,500,90112,0,50,200,4096,60,2,1,4096,4096,131072,6291456,4096,16384,4194304,io_bound,12.21,7.97,0.08
9.1,3.12158203125,4.583984375,4.62451171875,0.0,2.0,30.0,31.55,472735358976,444955082752,24644710400,5.9,0,0,0.0,64724796227584,215974834725376,131761653,118738136,cubic,2025-07-19 16:03:42,0,24000000,500000,4000000,3000000,0,1,100,60,10,5,3000,500,90112,0,50,200,4096,60,2,1,4096,4096,131072,6291456,4096,16384,4194304,io_bound,12.21,7.97,0.08
9.8,3.11181640625,4.5576171875,4.61572265625,0.0,2.0,31.0,31.41,472735358976,444958400512,24641413120,5.9,0,0,0.0,64724796227584,215974834770432,131766808,118742587,cubic,2025-07-19 16:03:45,0,24000000,500000,4000000,3000000,0,1,100,60,10,5,3000,500,90112,0,50,200,4096,60,2,1,4096,4096,131072,6291456,4096,16384,4194304,io_bound,12.21,7.97,0.08
4.7,3.11181640625,4.5576171875,4.61572265625,0.0,2.0,30.0,31.43,472735358976,444960477184,24639340544,5.9,0,0,0.0,64724796227584,215975045108224,131776886,118751597,cubic,2025-07-19 16:03:48,0,24000000,500000,4000000,3000000,0,1,100,60,10,5,3000,500,90112,0,50,200,4096,60,2,1,4096,4096,131072,6291456,4096,16384,4194304,io_bound,12.21,7.97,0.08
4.1,2.8623046875,4.48193359375,4.5908203125,0.0,2.0,31.0,31.45,472735358976,444966084608,24633704448,5.9,0,0,0.0,64724796227584,215975045489152,131796248,118768499,cubic,2025-07-19 16:03:51,0,24000000,500000,4000000,3000000,0,1,100,60,10,5,3000,500,90112,0,50,200,4096,60,2,1,4096,4096,131072,6291456,4096,16384,4194304,io_bound,12.21,5.15,0.07
4.8,2.8623046875,4.48193359375,4.5908203125,0.0,2.0,31.0,31.42,472735358976,444964319232,24635473920,5.9,0,0,0.0,64724796227584,215975045505536,131801401,118772948,cubic,2025-07-19 16:03:54,0,24000000,500000,4000000,3000000,0,1,100,60,10,5,3000,500,90112,0,50,200,4096,60,2,1,4096,4096,131072,6291456,4096,16384,4194304,io_bound,12.21,5.15,0.07
2.9,2.712890625,4.423828125,4.5712890625,0.0,2.0,31.0,31.43,472735358976,444970614784,24629178368,5.9,0,0,0.0,64724796243968,215975046558208,131809859,118780686,cubic,2025-07-19 16:03:58,0,24000000,500000,4000000,3000000,0,1,100,60,10,5,3000,500,90112,0,50,200,4096,60,2,1,4096,4096,131072,6291456,4096,16384,4194304,io_bound,12.21,5.15,0.07
8.8,2.65576171875,4.38330078125,4.55712890625,0.0,2.0,31.0,31.46,472735358976,444965879808,24633905152,5.9,0,0,0.0,64724796243968,215975046767104,131815951,118786066,cubic,2025-07-19 16:04:01,0,24000000,500000,4000000,3000000,0,1,100,60,10,5,3000,500,90112,0,50,200,4096,60,2,1,4096,4096,131072,6291456,4096,16384,4194304,io_bound,12.21,5.15,0.07
8.8,2.65576171875,4.38330078125,4.55712890625,0.0,2.0,31.0,31.48,472735358976,444963938304,24635957248,5.9,0,0,0.0,64724796243968,215975047074304,131834234,118801485,cubic,2025-07-19 16:04:04,0,24000000,500000,4000000,3000000,0,1,100,60,10,5,3000,500,90112,0,50,200,4096,60,2,1,4096,4096,131072,6291456,4096,16384,4194304,io_bound,12.21,8.85,0.08
8.4,2.60302734375,4.34326171875,4.54296875,0.0,2.0,31.0,31.43,472735358976,444966400000,24633405440,5.9,0,0,0.0,64724796243968,215975047451136,131841619,118808312,cubic,2025-07-19 16:04:07,0,24000000,500000,4000000,3000000,0,1,100,60,10,5,3000,500,90112,0,50,200,4096,60,2,1,4096,4096,131072,6291456,4096,16384,4194304,io_bound,12.21,8.85,0.08
9.6,2.5546875,4.30419921875,4.529296875,0.0,2.0,31.0,31.53,472735358976,444964093952,24635711488,5.9,0,0,0.0,64724796243968,215975047451136,131846775,118812764,cubic,2025-07-19 16:04:10,0,24000000,500000,4000000,3000000,0,1,100,60,10,5,3000,500,90112,0,50,200,4096,60,2,1,4096,4096,131072,6291456,4096,16384,4194304,io_bound,12.21,8.85,0.08
8.6,2.5546875,4.30419921875,4.529296875,0.0,2.0,31.0,31.51,472735358976,444968558592,24631242752,5.9,0,0,0.0,64724796243968,215975047864832,131856251,118821342,cubic,2025-07-19 16:04:13,0,24000000,500000,4000000,3000000,0,1,100,60,10,5,3000,500,90112,0,50,200,4096,60,2,1,4096,4096,131072,6291456,4096,16384,4194304,io_bound,12.21,8.85,0.08
8.3,2.43017578125,4.2490234375,4.51025390625,0.0,2.0,31.0,31.62,472735358976,444942278656,24657518592,5.9,0,0,0.0,64724796243968,215975048319488,131872059,118834196,cubic,2025-07-19 16:04:16,0,24000000,500000,4000000,3000000,0,1,100,60,10,5,3000,500,90112,0,50,200,4096,60,2,1,4096,4096,131072,6291456,4096,16384,4194304,io_bound,12.19,9.2,0.09
10.5,2.43017578125,4.2490234375,4.51025390625,0.0,2.0,31.0,31.61,472735358976,444968161280,24631635968,5.9,0,0,0.0,64724796243968,215975048319488,131878485,118840080,cubic,2025-07-19 16:04:19,0,24000000,500000,4000000,3000000,0,1,100,60,10,5,3000,500,90112,0,50,200,4096,60,2,1,4096,4096,131072,6291456,4096,16384,4194304,io_bound,12.19,9.2,0.09
9.3,2.3955078125,4.21142578125,4.49658203125,0.0,2.0,31.0,31.59,472735358976,444966334464,24633462784,5.9,0,0,0.0,64724796243968,215975258649088,131885891,118846936,cubic,2025-07-19 16:04:22,0,24000000,500000,4000000,3000000,0,1,100,60,10,5,3000,500,90112,0,50,200,4096,60,2,1,4096,4096,131072,6291456,4096,16384,4194304,io_bound,12.19,9.2,0.09
8.7,2.36376953125,4.17431640625,4.48291015625,0.0,2.0,31.0,31.5,472735358976,444960010240,24639795200,5.9,0,0,0.0,64724796243968,215975258829312,131892570,118852733,cubic,2025-07-19 16:04:25,0,24000000,500000,4000000,3000000,0,1,100,60,10,5,3000,500,90112,0,50,200,4096,60,2,1,4096,4096,131072,6291456,4096,16384,4194304,io_bound,12.19,9.2,0.09
9.2,2.36376953125,4.17431640625,4.48291015625,0.0,2.0,31.0,31.55,472735358976,444965376000,24634421248,5.9,0,0,0.0,64724796243968,215975259759104,131911878,118869883,cubic,2025-07-19 16:04:28,0,24000000,500000,4000000,3000000,0,1,100,60,10,5,3000,500,90112,0,50,200,4096,60,2,1,4096,4096,131072,6291456,4096,16384,4194304,io_bound,12.23,8.95,0.08
8.5,2.4951171875,4.17138671875,4.47998046875,0.0,2.0,31.0,31.59,472735358976,444962668544,24637128704,5.9,0,0,0.0,64724796243968,215975260131840,131919584,118877577,cubic,2025-07-19 16:04:31,0,24000000,500000,4000000,3000000,0,1,100,60,10,5,3000,500,90112,0,50,200,4096,60,2,1,4096,4096,131072,6291456,4096,16384,4194304,io_bound,12.23,8.95,0.08
10.0,2.4951171875,4.17138671875,4.47998046875,0.0,2.0,31.0,31.56,472735358976,444964859904,24634937344,5.9,0,0,0.0,64724796243968,215975260131840,131926237,118883950,cubic,2025-07-19 16:04:34,0,24000000,500000,4000000,3000000,0,1,100,60,10,5,3000,500,90112,0,50,200,4096,60,2,1,4096,4096,131072,6291456,4096,16384,4194304,io_bound,12.23,8.95,0.08
8.1,2.455078125,4.13525390625,4.46630859375,0.0,2.0,31.0,31.48,472735358976,444964499456,24635297792,5.9,0,0,0.0,64724796243968,215975260512768,131934857,118892406,cubic,2025-07-19 16:04:37,0,24000000,500000,4000000,3000000,0,1,100,60,10,5,3000,500,90112,0,50,200,4096,60,2,1,4096,4096,131072,6291456,4096,16384,4194304,io_bound,12.23,8.95,0.08
3.9,2.7392578125,4.16650390625,4.474609375,0.0,2.0,31.0,31.5,472735358976,444957769728,24641998848,5.9,0,0,0.0,64724796243968,215975260643840,131948671,118904612,cubic,2025-07-19 16:04:41,0,24000000,500000,4000000,3000000,0,1,100,60,10,5,3000,500,90112,0,50,200,4096,60,2,1,4096,4096,131072,6291456,4096,16384,4194304,io_bound,12.19,3.65,0.06
4.1,2.7392578125,4.16650390625,4.474609375,0.0,2.0,31.0,31.53,472735358976,444964691968,24635105280,5.9,0,0,0.0,64724796243968,215975470739968,131956623,118912504,cubic,2025-07-19 16:04:44,0,24000000,500000,4000000,3000000,0,1,100,60,10,5,3000,500,90112,0,50,200,4096,60,2,1,4096,4096,131072,6291456,4096,16384,4194304,io_bound,12.19,3.65,0.06
3.3,2.84033203125,4.16357421875,4.4716796875,0.0,2.0,31.0,31.56,472735358976,444965498880,24634462208,5.9,0,0,0.0,64724796243968,215975471108608,131963884,118919695,cubic,2025-07-19 16:04:47,0,24000000,500000,4000000,3000000,0,1,100,60,10,5,3000,500,90112,0,50,200,4096,60,2,1,4096,4096,131072,6291456,4096,16384,4194304,io_bound,12.19,3.65,0.06
3.3,3.173828125,4.2109375,4.4853515625,0.0,2.0,31.0,31.65,472735358976,444966518784,24633470976,5.9,0,0,0.0,64724796243968,215975471108608,131970771,118925832,cubic,2025-07-19 16:04:50,0,24000000,500000,4000000,3000000,0,1,100,60,10,5,3000,500,90112,0,50,200,4096,60,2,1,4096,4096,131072,6291456,4096,16384,4194304,io_bound,12.19,3.65,0.06
9.7,3.173828125,4.2109375,4.4853515625,0.0,2.0,31.0,31.64,472735358976,444969721856,24630276096,5.9,0,0,0.0,64724796243968,215975471477248,131988304,118940421,cubic,2025-07-19 16:04:53,0,24000000,500000,4000000,3000000,0,1,100,60,10,5,3000,500,90112,0,50,200,4096,60,2,1,4096,4096,131072,6291456,4096,16384,4194304,io_bound,12.23,9.35,0.09
9.6,3.720703125,4.30712890625,4.51513671875,0.0,2.0,31.0,31.69,472735358976,444966703104,24633323520,5.9,0,0,0.0,64724796243968,215975471854080,131994902,118946307,cubic,2025-07-19 16:04:56,0,24000000,500000,4000000,3000000,0,1,100,60,10,5,3000,500,90112,0,50,200,4096,60,2,1,4096,4096,131072,6291456,4096,16384,4194304,io_bound,12.23,9.35,0.09
9.2,3.720703125,4.30712890625,4.51513671875,0.0,2.0,31.0,31.62,472735358976,444971528192,24628498432,5.9,0,0,0.0,64724796260352,215975472325120,132001436,118952185,cubic,2025-07-19 16:04:59,0,24000000,500000,4000000,3000000,0,1,100,60,10,5,3000,500,90112,0,50,200,4096,60,2,1,4096,4096,131072,6291456,4096,16384,4194304,io_bound,12.23,9.35,0.09
8.9,3.9833984375,4.35205078125,4.52880859375,0.0,2.0,31.0,31.55,472735358976,444952408064,24647618560,5.9,0,0,0.0,64724796260352,215975472685568,132010324,118960345,cubic,2025-07-19 16:05:02,0,24000000,500000,4000000,3000000,0,1,100,60,10,5,3000,500,90112,0,50,200,4096,60,2,1,4096,4096,131072,6291456,4096,16384,4194304,io_bound,12.23,9.35,0.09
8.6,4.22509765625,4.396484375,4.54248046875,0.0,2.0,31.0,31.63,472735358976,444967632896,24632475648,5.9,0,0,0.0,64724796260352,215975473127936,132024594,118971839,cubic,2025-07-19 16:05:05,0,24000000,500000,4000000,3000000,0,1,100,60,10,5,3000,500,90112,0,50,200,4096,60,2,1,4096,4096,131072,6291456,4096,16384,4194304,io_bound,12.2,8.72,0.08
9.3,4.22509765625,4.396484375,4.54248046875,0.0,2.0,31.0,31.66,472735358976,444950364160,24649662464,5.9,0,0,0.0,64724796260352,215975683334656,132032548,118979073,cubic,2025-07-19 16:05:08,0,24000000,500000,4000000,3000000,0,1,100,60,10,5,3000,500,90112,0,50,200,4096,60,2,1,4096,4096,131072,6291456,4096,16384,4194304,io_bound,12.2,8.72,0.08
8.5,4.36767578125,4.42333984375,4.55078125,0.0,2.0,31.0,31.73,472735358976,444971368448,24628658176,5.9,0,0,0.0,64724796260352,215975683883520,132039388,118985525,cubic,2025-07-19 16:05:11,0,24000000,500000,4000000,3000000,0,1,100,60,10,5,3000,500,90112,0,50,200,4096,60,2,1,4096,4096,131072,6291456,4096,16384,4194304,io_bound,12.2,8.72,0.08
8.5,4.36767578125,4.42333984375,4.55078125,0.0,2.0,31.0,31.67,472735358976,444968558592,24631468032,5.9,0,0,0.0,64724796260352,215975683936768,132046573,118991732,cubic,2025-07-19 16:05:14,0,24000000,500000,4000000,3000000,0,1,100,60,10,5,3000,500,90112,0,50,200,4096,60,2,1,4096,4096,131072,6291456,4096,16384,4194304,io_bound,12.2,8.72,0.08
10.0,4.337890625,4.416015625,4.54736328125,0.0,2.0,31.0,31.64,472735358976,444962357248,24637612032,5.9,0,0,0.0,64724796260352,215975684461056,132064105,119006702,cubic,2025-07-19 16:05:17,0,24000000,500000,4000000,3000000,0,1,100,60,10,5,3000,500,90112,0,50,200,4096,60,2,1,4096,4096,131072,6291456,4096,16384,4194304,io_bound,12.21,9.18,0.09
8.8,4.150390625,4.37548828125,4.533203125,0.0,2.0,31.0,31.55,472735358976,444962082816,24637943808,5.9,0,0,0.0,64724796260352,215975684461056,132068674,119010737,cubic,2025-07-19 16:05:20,0,24000000,500000,4000000,3000000,0,1,100,60,10,5,3000,500,90112,0,50,200,4096,60,2,1,4096,4096,131072,6291456,4096,16384,4194304,io_bound,12.21,9.18,0.09
8.5,4.150390625,4.37548828125,4.533203125,0.0,2.0,31.0,31.55,472735358976,444973772800,24626368512,5.9,0,0,0.0,64724796260352,215975685005824,132076647,119017982,cubic,2025-07-19 16:05:24,0,24000000,500000,4000000,3000000,0,1,100,60,10,5,3000,500,90112,0,50,200,4096,60,2,1,4096,4096,131072,6291456,4096,16384,4194304,io_bound,12.21,9.18,0.09
9.4,4.21875,4.38623046875,4.5361328125,0.0,2.0,31.0,31.62,472735358976,444975759360,24624390144,5.9,0,0,0.0,64724796260352,215975685378560,132086890,119027101,cubic,2025-07-19 16:05:27,0,24000000,500000,4000000,3000000,0,1,100,60,10,5,3000,500,90112,0,50,200,4096,60,2,1,4096,4096,131072,6291456,4096,16384,4194304,io_bound,12.21,9.18,0.09
8.4,4.041015625,4.34619140625,4.5224609375,0.0,2.0,31.0,31.57,472735358976,444973264896,24626864128,5.9,0,0,0.0,64724796260352,215975686083072,132100943,119038192,cubic,2025-07-19 16:05:30,0,24000000,500000,4000000,3000000,0,1,100,60,10,5,3000,500,90112,0,50,200,4096,60,2,1,4096,4096,131072,6291456,4096,16384,4194304,io_bound,12.21,5.45,0.07
5.3,4.041015625,4.34619140625,4.5224609375,0.0,2.0,31.0,31.58,472735358976,444978290688,24621846528,5.9,0,0,0.0,64724796260352,215975686447616,132108900,119045429,cubic,2025-07-19 16:05:33,0,24000000,500000,4000000,3000000,0,1,100,60,10,5,3000,500,90112,0,50,200,4096,60,2,1,4096,4096,131072,6291456,4096,16384,4194304,io_bound,12.21,5.45,0.07
