cpu_percent,load_avg_1,load_avg_5,load_avg_15,gpu_util,gpu_mem_used,gpu_temp,gpu_power,mem_total,mem_available,mem_used,mem_percent,swap_total,swap_used,swap_percent,read_bytes,write_bytes,bytes_sent,bytes_recv,tcp_congestion_control,timestamp,tcp_congestion_encoded,workload_type,kernel_sched_latency_ns,kernel_sched_migration_cost_ns,vm_swappiness,vm_dirty_ratio,vm_dirty_expire_centisecs,tcp_rmem_min,tcp_rmem_default,tcp_rmem_max
9.8,7.91357421875,5.677734375,5.0341796875,0.0,2.0,32.0,27.98,472735358976,412417179648,57139703808,12.8,0,0,0.0,64550763061248,215044458080768,148231027,297927457,cubic,2025-07-17 17:11:23,0,cpu_bound,10000000,5000000,30,5,500,4096,87380,6291456
6.0,7.43994140625,5.6162109375,5.017578125,0.0,2.0,32.0,28.07,472735358976,412422664192,57134227456,12.8,0,0,0.0,64550763061248,215044458347008,148252524,297950092,cubic,2025-07-17 17:11:27,0,cpu_bound,10000000,5000000,30,5,500,4096,87380,6291456
4.9,7.00390625,5.55615234375,5.0009765625,0.0,2.0,32.0,28.03,472735358976,412428238848,57128648704,12.8,0,0,0.0,64550763061248,215044459407872,148306026,298003451,cubic,2025-07-17 17:11:34,0,cpu_bound,10000000,5000000,30,5,500,4096,65536,4194304
21.6,6.60302734375,5.4970703125,4.984375,0.0,2.0,32.0,27.97,472735358976,412381179904,57175818240,12.8,0,0,0.0,64550763061248,215044459665920,148319875,298016094,cubic,2025-07-17 17:11:38,0,cpu_bound,10000000,5000000,30,5,500,4096,65536,4194304
10.9,6.39453125,5.47216796875,4.97900390625,0.0,2.0,32.0,27.98,472735358976,412384419840,57172586496,12.8,0,0,0.0,64550763061248,215044460177920,148328800,298024275,cubic,2025-07-17 17:11:41,0,cpu_bound,10000000,5000000,30,5,500,4096,65536,4194304
12.1,6.20263671875,5.447265625,4.9736328125,0.0,2.0,32.0,28.1,472735358976,412367376384,57189629952,12.8,0,0,0.0,64550763061248,215044460542464,148394551,298084641,cubic,2025-07-17 17:11:49,0,cpu_bound,10000000,5000000,30,10,300,4096,87380,6291456
10.0,5.94580078125,5.40625,4.962890625,0.0,2.0,32.0,28.01,472735358976,412376281088,57180725248,12.8,0,0,0.0,64550763061248,215044460788224,148407808,298096984,cubic,2025-07-17 17:11:52,0,cpu_bound,10000000,5000000,30,10,300,4096,87380,6291456
12.1,7.3115234375,5.69873046875,5.06005859375,0.0,2.0,32.0,28.06,472735358976,412384333824,57172660224,12.8,0,0,0.0,64550763061248,215044461406720,148417821,298106003,cubic,2025-07-17 17:11:56,0,cpu_bound,10000000,5000000,30,10,300,4096,87380,6291456
10.5,7.0458984375,5.67041015625,5.05419921875,0.0,2.0,32.0,28.06,472735358976,412319535104,57237467136,12.8,0,0,0.0,64550763061248,215044462610944,148469088,298155438,cubic,2025-07-17 17:12:04,0,cpu_bound,10000000,5000000,30,10,300,4096,65536,4194304
11.7,6.7216796875,5.6259765625,5.04296875,0.0,2.0,32.0,28.16,472735358976,412322103296,57234903040,12.8,0,0,0.0,64550763061248,215044463155712,148497862,298180736,cubic,2025-07-17 17:12:07,0,cpu_bound,10000000,5000000,30,10,300,4096,65536,4194304
10.8,6.58349609375,5.615234375,5.04248046875,0.0,2.0,32.0,28.09,472735358976,412317827072,57239166976,12.8,0,0,0.0,64550763061248,215044463204864,148504944,298187680,cubic,2025-07-17 17:12:11,0,cpu_bound,10000000,5000000,30,10,300,4096,65536,4194304
8.2,6.29638671875,5.57177734375,5.03125,0.0,2.0,32.0,28.07,472735358976,412060372992,57496555520,12.8,0,0,0.0,64550763061248,215044463794688,148539969,298221323,cubic,2025-07-17 17:12:18,0,cpu_bound,10000000,5000000,30,10,500,4096,87380,6291456
6.0,6.1123046875,5.54541015625,5.025390625,0.0,2.0,32.0,28.21,472735358976,412024524800,57532420096,12.8,0,0,0.0,64550763061248,215044466104832,148578102,298258358,cubic,2025-07-17 17:12:22,0,cpu_bound,10000000,5000000,30,10,500,4096,87380,6291456
8.3,5.86279296875,5.5029296875,5.01416015625,0.0,2.0,32.0,28.15,472735358976,411831468032,57725480960,12.9,0,0,0.0,64550763061248,215044466104832,148597303,298274955,cubic,2025-07-17 17:12:25,0,cpu_bound,10000000,5000000,30,10,500,4096,87380,6291456
10.6,5.79345703125,5.494140625,5.013671875,0.0,2.0,32.0,28.12,472735358976,411869216768,57687789568,12.9,0,0,0.0,64550763061248,215044571871744,148635169,298309181,cubic,2025-07-17 17:12:33,0,cpu_bound,10000000,5000000,30,10,500,4096,65536,4194304
25.5,6.37060546875,5.619140625,5.056640625,0.0,2.0,32.0,28.23,472735358976,411612168192,57944829952,12.9,0,0,0.0,64550763061248,215044572342784,148650060,298323216,cubic,2025-07-17 17:12:36,0,cpu_bound,10000000,5000000,30,10,500,4096,65536,4194304
14.3,6.37060546875,5.619140625,5.056640625,0.0,2.0,32.0,28.08,472735358976,411606724608,57950281728,12.9,0,0,0.0,64550763061248,215044646058496,148682413,298356359,cubic,2025-07-17 17:12:40,0,cpu_bound,10000000,5000000,30,10,500,4096,65536,4194304
12.2,6.23974609375,5.615234375,5.0615234375,0.0,2.0,32.0,28.12,472735358976,411615481856,57941524480,12.9,0,0,0.0,64550763061248,215044676442624,148720527,298390231,cubic,2025-07-17 17:12:48,0,cpu_bound,20000000,500000,10,5,300,4096,87380,6291456
11.7,5.97998046875,5.57177734375,5.05029296875,0.0,2.0,32.0,28.09,472735358976,411609559040,57947443200,12.9,0,0,0.0,64550763061248,215044676696576,148737571,298406679,cubic,2025-07-17 17:12:51,0,cpu_bound,20000000,500000,10,5,300,4096,87380,6291456
11.6,5.97998046875,5.57177734375,5.05029296875,0.0,2.0,32.0,28.07,472735358976,412254871552,57302130688,12.8,0,0,0.0,64550763061248,215044678699520,148745331,298413291,cubic,2025-07-17 17:12:54,0,cpu_bound,20000000,500000,10,5,300,4096,87380,6291456
10.2,6.33203125,5.66650390625,5.0869140625,0.0,2.0,32.0,28.08,472735358976,412193071104,57363935232,12.8,0,0,0.0,64550763061248,215044680305152,148816211,298479619,cubic,2025-07-17 17:13:02,0,cpu_bound,20000000,500000,10,5,300,4096,65536,4194304
11.8,6.22509765625,5.6552734375,5.08642578125,0.0,2.0,32.0,28.12,472735358976,412196044800,57360961536,12.8,0,0,0.0,64550763061248,215044681132544,148830271,298493273,cubic,2025-07-17 17:13:06,0,cpu_bound,20000000,500000,10,5,300,4096,65536,4194304
4.8,6.22509765625,5.6552734375,5.08642578125,0.0,2.0,32.0,28.21,472735358976,412190486528,57366511616,12.8,0,0,0.0,64550763585536,215044681165312,148839617,298501301,cubic,2025-07-17 17:13:09,0,cpu_bound,20000000,500000,10,5,300,4096,65536,4194304
5.8,5.5751953125,5.5341796875,5.05322265625,0.0,2.0,32.0,28.14,472735358976,412139401216,57417601024,12.8,0,0,0.0,64550763585536,215044682148352,148907511,298563881,cubic,2025-07-17 17:13:17,0,cpu_bound,20000000,500000,10,5,500,4096,87380,6291456
9.6,5.52880859375,5.52490234375,5.052734375,0.0,2.0,32.0,28.27,472735358976,412138774528,57418219520,12.8,0,0,0.0,64550763585536,215044682205696,148921226,298576558,cubic,2025-07-17 17:13:21,0,cpu_bound,20000000,500000,10,5,500,4096,87380,6291456
11.2,5.52880859375,5.52490234375,5.052734375,0.0,2.0,32.0,28.21,472735358976,412143284224,57413718016,12.8,0,0,0.0,64550763585536,215044682451456,148928992,298583176,cubic,2025-07-17 17:13:24,0,cpu_bound,20000000,500000,10,5,500,4096,87380,6291456
12.9,5.37353515625,5.4912109375,5.04638671875,0.0,2.0,32.0,28.04,472735358976,412118061056,57438937088,12.8,0,0,0.0,64550763585536,215044683041280,148965005,298616065,cubic,2025-07-17 17:13:32,0,cpu_bound,20000000,500000,10,5,500,4096,65536,4194304
11.1,5.18310546875,5.44970703125,5.03515625,0.0,2.0,32.0,28.13,472735358976,412091166720,57465827328,12.8,0,0,0.0,64550763585536,215044683753984,149012849,298661111,cubic,2025-07-17 17:13:35,0,cpu_bound,20000000,500000,10,5,500,4096,65536,4194304
11.3,5.18310546875,5.44970703125,5.03515625,0.0,2.0,32.0,28.14,472735358976,412074266624,57482723328,12.8,0,0,0.0,64550776967168,215044684028416,149025767,298672327,cubic,2025-07-17 17:13:39,0,cpu_bound,20000000,500000,10,5,500,4096,65536,4194304
12.3,5.29541015625,5.46728515625,5.04541015625,0.0,2.0,32.0,28.0,472735358976,412040028160,57516978176,12.8,0,0,0.0,64550776967168,215044685416960,149062165,298705603,cubic,2025-07-17 17:13:46,0,cpu_bound,20000000,500000,10,10,300,4096,87380,6291456
11.0,5.29541015625,5.46728515625,5.04541015625,0.0,2.0,32.0,28.04,472735358976,412077281280,57479725056,12.8,0,0,0.0,64550776967168,215044685466112,149071523,298713975,cubic,2025-07-17 17:13:50,0,cpu_bound,20000000,500000,10,10,300,4096,87380,6291456
13.3,5.271484375,5.45947265625,5.044921875,0.0,2.0,32.0,28.02,472735358976,412079681536,57477316608,12.8,0,0,0.0,64550776967168,215044685740544,149116539,298756495,cubic,2025-07-17 17:13:53,0,cpu_bound,20000000,500000,10,10,300,4096,87380,6291456
5.8,4.921875,5.3779296875,5.0224609375,0.0,2.0,32.0,28.11,472735358976,412014026752,57542971392,12.8,0,0,0.0,64550776967168,215044686322176,149150774,298789610,cubic,2025-07-17 17:14:01,0,cpu_bound,20000000,500000,10,10,300,4096,65536,4194304
6.3,4.921875,5.3779296875,5.0224609375,0.0,2.0,32.0,28.2,472735358976,412047319040,57509679104,12.8,0,0,0.0,64550776983552,215044687256064,149164353,298802883,cubic,2025-07-17 17:14:04,0,cpu_bound,20000000,500000,10,10,300,4096,65536,4194304
4.8,4.6875,5.32177734375,5.005859375,0.0,2.0,32.0,28.19,472735358976,412060958720,57496039424,12.8,0,0,0.0,64550776983552,215044687505920,149173456,298810992,cubic,2025-07-17 17:14:08,0,cpu_bound,20000000,500000,10,10,300,4096,65536,4194304
11.2,4.427734375,5.2451171875,4.98388671875,0.0,2.0,32.0,28.16,472735358976,411981508608,57575485440,12.9,0,0,0.0,64550776983552,215044688288256,149242838,298875204,cubic,2025-07-17 17:14:15,0,cpu_bound,20000000,500000,10,10,500,4096,87380,6291456
10.8,4.427734375,5.2451171875,4.98388671875,0.0,2.0,32.0,28.24,472735358976,411983593472,57573412864,12.9,0,0,0.0,64550776983552,215044688546304,149254199,298885231,cubic,2025-07-17 17:14:19,0,cpu_bound,20000000,500000,10,10,500,4096,87380,6291456
12.0,4.31298828125,5.20751953125,4.97314453125,0.0,2.0,32.0,28.21,472735358976,411966820352,57590185984,12.9,0,0,0.0,64550776983552,215044688796160,149264334,298894306,cubic,2025-07-17 17:14:22,0,cpu_bound,20000000,500000,10,10,500,4096,87380,6291456
12.7,4.20751953125,5.17041015625,4.96240234375,0.0,2.0,32.0,28.24,472735358976,411978174464,57578831872,12.9,0,0,0.0,64550776983552,215044689103360,149332115,298956593,cubic,2025-07-17 17:14:30,0,cpu_bound,20000000,500000,10,10,500,4096,65536,4194304
10.9,4.1904296875,5.15087890625,4.95703125,0.0,2.0,32.0,28.18,472735358976,411920748544,57636257792,12.9,0,0,0.0,64550776983552,215044689349120,149346908,298969704,cubic,2025-07-17 17:14:33,0,cpu_bound,20000000,500000,10,10,500,4096,65536,4194304
9.9,7.69873046875,5.8623046875,5.1884765625,0.0,2.0,32.0,28.24,472735358976,411917725696,57639280640,12.9,0,0,0.0,64550776983552,215044690037248,149356324,298978636,cubic,2025-07-17 17:14:37,0,cpu_bound,20000000,500000,10,10,500,4096,65536,4194304
11.7,10.92626953125,6.56201171875,5.41845703125,0.0,2.0,32.0,28.25,472735358976,411911548928,57645453312,12.9,0,0,0.0,64550776983552,215044690360832,149399770,299021054,cubic,2025-07-17 17:14:45,0,cpu_bound,20000000,500000,30,5,300,4096,87380,6291456
10.3,10.29150390625,6.50244140625,5.4052734375,0.0,2.0,32.0,28.19,472735358976,411898056704,57658949632,12.9,0,0,0.0,64550776983552,215044690631168,149439753,299057939,cubic,2025-07-17 17:14:48,0,cpu_bound,20000000,500000,30,5,300,4096,87380,6291456
8.3,9.62744140625,6.42724609375,5.38671875,0.0,2.0,32.0,28.2,472735358976,411884077056,57672929280,12.9,0,0,0.0,64550776983552,215044691257856,149450616,299068058,cubic,2025-07-17 17:14:52,0,cpu_bound,20000000,500000,30,5,300,4096,87380,6291456
4.6,9.0166015625,6.353515625,5.3681640625,0.0,2.0,32.0,28.11,472735358976,411852046336,57704955904,12.9,0,0,0.0,64550776983552,215044691700224,149478825,299092751,cubic,2025-07-17 17:14:59,0,cpu_bound,20000000,500000,30,5,300,4096,65536,4194304
10.1,8.45458984375,6.28076171875,5.349609375,0.0,2.0,32.0,28.1,472735358976,411834155008,57722851328,12.9,0,0,0.0,64550776983552,215044692523520,149503323,299118145,cubic,2025-07-17 17:15:03,0,cpu_bound,20000000,500000,30,5,300,4096,65536,4194304
9.8,8.017578125,6.22607421875,5.3369140625,0.0,2.0,32.0,28.15,472735358976,411851005952,57705996288,12.9,0,0,0.0,64550776983552,215044693617152,149529042,299140060,cubic,2025-07-17 17:15:06,0,cpu_bound,20000000,500000,30,5,300,4096,65536,4194304
11.9,7.61572265625,6.17236328125,5.32421875,0.0,2.0,32.0,28.18,472735358976,411767066624,57789939712,12.9,0,0,0.0,64550776983552,215044693944832,149552547,299160281,cubic,2025-07-17 17:15:14,0,cpu_bound,20000000,500000,30,5,500,4096,87380,6291456
10.8,7.24609375,6.11962890625,5.3115234375,0.0,2.0,32.0,28.14,472735358976,411791933440,57765064704,12.9,0,0,0.0,64550776983552,215044694485504,149563614,299170264,cubic,2025-07-17 17:15:18,0,cpu_bound,20000000,500000,30,5,500,4096,87380,6291456
12.3,7.06591796875,6.1005859375,5.3095703125,0.0,2.0,32.0,28.11,472735358976,411713998848,57843007488,12.9,0,0,0.0,64550776983552,215044695484928,149588976,299196668,cubic,2025-07-17 17:15:21,0,cpu_bound,20000000,500000,30,5,500,4096,87380,6291456
12.6,6.740234375,6.048828125,5.296875,0.0,2.0,32.0,28.12,472735358976,411762720768,57794285568,12.9,0,0,0.0,64550776983552,215044696091136,149633690,299233678,cubic,2025-07-17 17:15:29,0,cpu_bound,20000000,500000,30,5,500,4096,65536,4194304
11.2,6.5205078125,6.0146484375,5.28955078125,0.0,2.0,32.0,28.12,472735358976,411719335936,57837670400,12.9,0,0,0.0,64550776983552,215044696562176,149642229,299241327,cubic,2025-07-17 17:15:32,0,cpu_bound,20000000,500000,30,5,500,4096,65536,4194304
10.3,6.23828125,5.96435546875,5.27685546875,0.0,2.0,32.0,28.03,472735358976,411719548928,57837457408,12.9,0,0,0.0,64550776983552,215044696599040,149653254,299251620,cubic,2025-07-17 17:15:36,0,cpu_bound,20000000,500000,30,5,500,4096,65536,4194304
10.1,6.05859375,5.931640625,5.26953125,0.0,2.0,32.0,28.09,472735358976,411608190976,57948807168,12.9,0,0,0.0,64550776983552,215044705602048,149770676,299360960,cubic,2025-07-17 17:15:43,0,cpu_bound,20000000,500000,30,10,300,4096,87380,6291456
7.6,5.8134765625,5.8828125,5.25732421875,0.0,2.0,32.0,28.11,472735358976,411647725568,57909088256,12.9,0,0,0.0,64550776983552,215044706028032,149780337,299369667,cubic,2025-07-17 17:15:47,0,cpu_bound,20000000,500000,30,10,300,4096,87380,6291456
20.0,6.54931640625,6.0341796875,5.31005859375,0.0,2.0,32.0,28.12,472735358976,411571879936,57985019904,12.9,0,0,0.0,64550776983552,215044706052608,149805722,299393552,cubic,2025-07-17 17:15:50,0,cpu_bound,20000000,500000,30,10,300,4096,87380,6291456
12.4,6.2646484375,5.9833984375,5.29736328125,0.0,2.0,32.0,28.18,472735358976,411661254656,57895755776,12.9,0,0,0.0,64550776983552,215044711246336,149881132,299462824,cubic,2025-07-17 17:15:58,0,cpu_bound,20000000,500000,30,10,300,4096,65536,4194304
13.1,6.0830078125,5.9501953125,5.2900390625,0.0,2.0,32.0,28.29,472735358976,411615526912,57941479424,12.9,0,0,0.0,64550776983552,215044711520768,149897691,299478445,cubic,2025-07-17 17:16:01,0,cpu_bound,20000000,500000,30,10,300,4096,65536,4194304
12.4,6.0830078125,5.9501953125,5.2900390625,0.0,2.0,32.0,28.19,472735358976,411586154496,57970851840,12.9,0,0,0.0,64550776983552,215044711754240,149907223,299487011,cubic,2025-07-17 17:16:05,0,cpu_bound,20000000,500000,30,10,300,4096,65536,4194304
11.4,6.07666015625,5.9521484375,5.29736328125,0.0,2.0,32.0,28.21,472735358976,411614793728,57942212608,12.9,0,0,0.0,64550777118720,215044713105920,149950858,299526490,cubic,2025-07-17 17:16:13,0,cpu_bound,20000000,500000,30,10,500,4096,87380,6291456
10.6,5.830078125,5.90283203125,5.28466796875,0.0,2.0,32.0,28.14,472735358976,411613425664,57943576576,12.9,0,0,0.0,64550777118720,215044713327104,149961240,299535764,cubic,2025-07-17 17:16:16,0,cpu_bound,20000000,500000,30,10,500,4096,87380,6291456
10.2,5.830078125,5.90283203125,5.28466796875,0.0,2.0,32.0,28.08,472735358976,411618410496,57938591744,12.9,0,0,0.0,64550777118720,215044713327104,150001405,299573031,cubic,2025-07-17 17:16:19,0,cpu_bound,20000000,500000,30,10,500,4096,87380,6291456
12.7,5.474609375,5.8232421875,5.26513671875,0.0,2.0,32.0,28.1,472735358976,411616829440,57940176896,12.9,0,0,0.0,64550777118720,215044714027520,150067195,299633599,cubic,2025-07-17 17:16:27,0,cpu_bound,20000000,500000,30,10,500,4096,65536,4194304
14.1,5.2763671875,5.7763671875,5.2529296875,0.0,2.0,32.0,28.1,472735358976,411562881024,57994125312,12.9,0,0,0.0,64550777118720,215044714297856,150082641,299647905,cubic,2025-07-17 17:16:31,0,cpu_bound,20000000,500000,30,10,500,4096,65536,4194304
5.7,5.2763671875,5.7763671875,5.2529296875,0.0,2.0,32.0,28.12,472735358976,411565981696,57991024640,12.9,0,0,0.0,64550777118720,215044714473984,150093194,299657082,cubic,2025-07-17 17:16:34,0,cpu_bound,20000000,500000,30,10,500,4096,65536,4194304
5.9,4.77197265625,5.6513671875,5.2177734375,0.0,2.0,32.0,28.12,472735358976,411568672768,57988325376,12.9,0,0,0.0,64550777118720,215044715706880,150176050,299736102,cubic,2025-07-17 17:16:42,0,cpu_bound,20000000,5000000,10,5,300,4096,87380,6291456
9.8,4.77197265625,5.6513671875,5.2177734375,0.0,2.0,32.0,28.05,472735358976,411574988800,57982013440,12.9,0,0,0.0,64550777118720,215044715760128,150192109,299751183,cubic,2025-07-17 17:16:45,0,cpu_bound,20000000,5000000,10,5,300,4096,87380,6291456
11.4,4.79052734375,5.64013671875,5.21630859375,0.0,2.0,32.0,28.1,472735358976,411560992768,57996009472,12.9,0,0,0.0,64550777118720,215044716227072,150204073,299761429,cubic,2025-07-17 17:16:49,0,cpu_bound,20000000,5000000,10,5,300,4096,87380,6291456
10.4,4.66845703125,5.5859375,5.20263671875,0.0,2.0,32.0,28.05,472735358976,411498782720,58058223616,13.0,0,0,0.0,64550777118720,215044716968448,150262510,299814560,cubic,2025-07-17 17:16:56,0,cpu_bound,20000000,5000000,10,5,300,4096,65536,4194304
11.2,4.66845703125,5.5859375,5.20263671875,0.0,2.0,32.0,28.04,472735358976,411517644800,58039361536,12.9,0,0,0.0,64550777118720,215044717234688,150271271,299822157,cubic,2025-07-17 17:17:00,0,cpu_bound,20000000,5000000,10,5,300,4096,65536,4194304
10.2,4.53466796875,5.54296875,5.1904296875,0.0,2.0,32.0,28.05,472735358976,411509231616,58047774720,13.0,0,0,0.0,64550777118720,215044717472256,150280998,299830614,cubic,2025-07-17 17:17:03,0,cpu_bound,20000000,5000000,10,5,300,4096,65536,4194304
11.4,4.37841796875,5.47509765625,5.171875,0.0,2.0,32.0,28.03,472735358976,411437711360,58119294976,13.0,0,0,0.0,64550777118720,215044719364608,150322238,299870792,cubic,2025-07-17 17:17:11,0,cpu_bound,20000000,5000000,10,5,500,4096,87380,6291456
10.7,4.37841796875,5.47509765625,5.171875,0.0,2.0,32.0,28.08,472735358976,411458166784,58098843648,13.0,0,0,0.0,64550777118720,215044719643136,150347900,299892020,cubic,2025-07-17 17:17:14,0,cpu_bound,20000000,5000000,10,5,500,4096,87380,6291456
9.9,4.34765625,5.4501953125,5.16552734375,0.0,2.0,32.0,28.1,472735358976,411459145728,58097860608,13.0,0,0,0.0,64550777118720,215044719880704,150358707,299901635,cubic,2025-07-17 17:17:18,0,cpu_bound,20000000,5000000,10,5,500,4096,87380,6291456
5.2,4.13330078125,5.36865234375,5.14208984375,0.0,2.0,32.0,28.08,472735358976,411459489792,58097508352,13.0,0,0,0.0,64550777118720,215044720114176,150383092,299923262,cubic,2025-07-17 17:17:26,0,cpu_bound,20000000,5000000,10,5,500,4096,65536,4194304
17.8,4.13330078125,5.36865234375,5.14208984375,0.0,2.0,32.0,28.25,472735358976,411402297344,58154700800,13.0,0,0,0.0,64550777118720,215044720581120,150428742,299965650,cubic,2025-07-17 17:17:29,0,cpu_bound,20000000,5000000,10,5,500,4096,65536,4194304
5.4,4.203125,5.3623046875,5.14111328125,0.0,2.0,32.0,28.11,472735358976,411403522048,58153480192,13.0,0,0,0.0,64550777118720,215044720802304,150474208,300007392,cubic,2025-07-17 17:17:33,0,cpu_bound,20000000,5000000,10,5,500,4096,65536,4194304
10.9,4.0263671875,5.30615234375,5.1240234375,0.0,2.0,32.0,28.08,472735358976,411403403264,58153594880,13.0,0,0,0.0,64550777118720,215044721736192,150518961,300050101,cubic,2025-07-17 17:17:40,0,cpu_bound,20000000,5000000,10,10,300,4096,87380,6291456
10.9,3.94384765625,5.267578125,5.1123046875,0.0,2.0,32.0,28.14,472735358976,411408728064,58148274176,13.0,0,0,0.0,64550777118720,215044722010624,150530728,300060080,cubic,2025-07-17 17:17:44,0,cpu_bound,20000000,5000000,10,10,300,4096,87380,6291456
10.4,3.8681640625,5.2294921875,5.1005859375,0.0,2.0,32.0,28.1,472735358976,411384627200,58172379136,13.0,0,0,0.0,64550777118720,215044722244096,150556379,300087261,cubic,2025-07-17 17:17:47,0,cpu_bound,20000000,5000000,10,10,300,4096,87380,6291456
11.2,3.71826171875,5.17578125,5.08349609375,0.0,2.0,32.0,28.22,472735358976,411359834112,58197172224,13.0,0,0,0.0,64550777118720,215044722563584,150595002,300119570,cubic,2025-07-17 17:17:55,0,cpu_bound,20000000,5000000,10,10,300,4096,65536,4194304
10.6,3.66064453125,5.1396484375,5.072265625,0.0,2.0,32.0,28.16,472735358976,411359289344,58197716992,13.0,0,0,0.0,64550777118720,215044722792960,150605163,300128243,cubic,2025-07-17 17:17:58,0,cpu_bound,20000000,5000000,10,10,300,4096,65536,4194304
11.8,3.68798828125,5.12060546875,5.06640625,0.0,2.0,32.0,28.13,472735358976,411359211520,58197794816,13.0,0,0,0.0,64550777118720,215044723030528,150614728,300136910,cubic,2025-07-17 17:18:02,0,cpu_bound,20000000,5000000,10,10,300,4096,65536,4194304
10.8,3.6328125,5.0849609375,5.05517578125,0.0,2.0,32.0,28.07,472735358976,411295772672,58261225472,13.0,0,0,0.0,64550777118720,215044723988992,150670388,300188970,cubic,2025-07-17 17:18:10,0,cpu_bound,20000000,5000000,10,10,500,4096,87380,6291456
9.8,3.74267578125,5.08349609375,5.0546875,0.0,2.0,32.0,28.12,472735358976,411292901376,58264104960,13.0,0,0,0.0,64550777118720,215044724259328,150681813,300198729,cubic,2025-07-17 17:18:14,0,cpu_bound,20000000,5000000,10,10,500,4096,87380,6291456
5.1,3.60302734375,5.0322265625,5.0380859375,0.0,2.0,32.0,28.08,472735358976,411290693632,58266312704,13.0,0,0,0.0,64550777118720,215044724726272,150691382,300207392,cubic,2025-07-17 17:18:17,0,cpu_bound,20000000,5000000,10,10,500,4096,87380,6291456
8.7,3.474609375,4.9814453125,5.021484375,0.0,2.0,32.0,28.14,472735358976,411299696640,58257309696,13.0,0,0,0.0,64550777118720,215044725275136,150750069,300261917,cubic,2025-07-17 17:18:25,0,cpu_bound,20000000,5000000,10,10,500,4096,65536,4194304
11.0,3.67724609375,4.99853515625,5.02685546875,0.0,2.0,32.0,28.1,472735358976,411238223872,58318782464,13.0,0,0,0.0,64550777118720,215044725533184,150759126,300270706,cubic,2025-07-17 17:18:28,0,cpu_bound,20000000,5000000,10,10,500,4096,65536,4194304
11.4,3.703125,4.98193359375,5.02099609375,0.0,2.0,32.0,28.0,472735358976,411307712512,58249293824,13.0,0,0,0.0,64550777118720,215044725975552,150781033,300291799,cubic,2025-07-17 17:18:31,0,cpu_bound,20000000,5000000,10,10,500,4096,65536,4194304
10.2,3.80712890625,4.982421875,5.0205078125,0.0,2.0,32.0,28.06,472735358976,411283427328,58273579008,13.0,0,0,0.0,64550777118720,215044726405632,150846894,300353628,cubic,2025-07-17 17:18:39,0,cpu_bound,20000000,5000000,30,5,300,4096,87380,6291456
11.2,3.82275390625,4.9658203125,5.0146484375,0.0,2.0,32.0,28.1,472735358976,411302457344,58254544896,13.0,0,0,0.0,64550777118720,215044727458304,150887949,300392647,cubic,2025-07-17 17:18:43,0,cpu_bound,20000000,5000000,30,5,300,4096,87380,6291456
21.8,4.55810546875,5.099609375,5.0576171875,0.0,2.0,32.0,27.98,472735358976,411242901504,58314104832,13.0,0,0,0.0,64550777118720,215044727691776,150911559,300414543,cubic,2025-07-17 17:18:46,0,cpu_bound,20000000,5000000,30,5,300,4096,87380,6291456
10.9,4.43310546875,5.064453125,5.04638671875,0.0,2.0,32.0,28.15,472735358976,411240321024,58316685312,13.0,0,0,0.0,64550777118720,215044727949824,150937920,300437212,cubic,2025-07-17 17:18:54,0,cpu_bound,20000000,5000000,30,5,300,4096,65536,4194304
11.3,4.478515625,5.06298828125,5.0458984375,0.0,2.0,32.0,28.1,472735358976,411236380672,58320621568,13.0,0,0,0.0,64550777118720,215044728285696,150946464,300444866,cubic,2025-07-17 17:18:57,0,cpu_bound,20000000,5000000,30,5,300,4096,65536,4194304
12.3,4.43994140625,5.044921875,5.0400390625,0.0,2.0,32.0,28.1,472735358976,411226001408,58331004928,13.0,0,0,0.0,64550777118720,215044728523264,150990996,300486878,cubic,2025-07-17 17:19:01,0,cpu_bound,20000000,5000000,30,5,300,4096,65536,4194304
4.6,4.1640625,4.9775390625,5.01806640625,0.0,2.0,32.0,28.11,472735358976,411160801280,58396205056,13.0,0,0,0.0,64550777118720,215044730288640,151017376,300511678,cubic,2025-07-17 17:19:09,0,cpu_bound,20000000,5000000,30,5,500,4096,87380,6291456
6.4,3.99072265625,4.927734375,5.00146484375,0.0,2.0,32.0,28.19,472735358976,411164823552,58392166400,13.0,0,0,0.0,64550777118720,215044731472384,151027076,300520440,cubic,2025-07-17 17:19:12,0,cpu_bound,20000000,5000000,30,5,500,4096,87380,6291456
5.0,3.8310546875,4.87890625,4.98486328125,0.0,2.0,32.0,28.18,472735358976,411163598848,58393387008,13.0,0,0,0.0,64550777118720,215044731521536,151034954,300527664,cubic,2025-07-17 17:19:15,0,cpu_bound,20000000,5000000,30,5,500,4096,87380,6291456
11.8,3.76416015625,4.84765625,4.97412109375,0.0,2.0,32.0,28.19,472735358976,411169435648,58387570688,13.0,0,0,0.0,64550777118720,215044731968000,151095208,300582458,cubic,2025-07-17 17:19:23,0,cpu_bound,20000000,5000000,30,5,500,4096,65536,4194304
10.3,3.70263671875,4.81689453125,4.96337890625,0.0,2.0,32.0,28.19,472735358976,411119910912,58437087232,13.0,0,0,0.0,64550777118720,215044732193280,151105703,300592047,cubic,2025-07-17 17:19:26,0,cpu_bound,20000000,5000000,30,5,500,4096,65536,4194304
